city,date,fare,ride_id
East Kaylahaven,1/29/19 7:28,41.62,7.16E+12
Valentineton,2/23/19 11:46,19.99,9.66E+12
Martinezhaven,3/12/19 10:02,21.18,4.05E+12
South Phillip,2/19/19 20:47,28.62,4.41E+12
Royland,5/4/19 2:54,15.14,4.99E+12
West Heidi,2/5/19 19:24,24.32,4.26E+11
East Kaylahaven,2/28/19 16:46,33.72,1.22E+12
New Kimberlyborough,4/3/19 16:27,14.73,9.08E+12
South Karenland,1/10/19 23:48,37.58,7.17E+12
Richardfort,2/3/19 0:14,29.04,4.98E+12
Justinberg,3/10/19 5:15,22.43,5.55E+12
Huntermouth,3/21/19 8:44,32.42,3.39E+12
Roberthaven,3/22/19 4:19,34.69,1.77E+12
West Heidi,3/11/19 16:10,43.45,4.65E+12
Raymondhaven,2/17/19 2:06,39.7,3.25E+12
Karenside,4/16/19 23:13,39.32,3.16E+12
Rogerston,3/16/19 20:49,43.82,4.72E+12
Port Johnbury,4/28/19 16:29,36.42,2.74E+11
West Josephberg,1/18/19 12:47,43.85,9.65E+12
North Jasmine,2/5/19 22:28,19.21,6.79E+12
Loganberg,4/10/19 4:59,35.97,8.83E+12
Barajasview,4/15/19 20:37,17.76,8.10E+12
New Paulton,4/17/19 20:05,44.43,3.38E+11
West Angela,1/19/19 0:36,40.4,7.41E+11
North Jasmine,2/18/19 3:09,31.49,9.76E+12
North Barbara,2/11/19 18:51,43.26,8.97E+12
Rogerston,3/2/19 0:54,25.14,1.72E+12
Williamsstad,2/21/19 10:56,4.9,7.18E+12
South Jack,1/14/19 17:06,40.65,5.44E+12
West Anthony,4/15/19 11:02,43.82,4.38E+12
Royland,2/12/19 1:18,44.33,5.32E+12
West Angela,4/3/19 14:44,23.52,4.84E+12
Liumouth,2/22/19 3:55,6.39,8.12E+12
Amandaburgh,4/19/19 16:30,6.27,4.40E+12
West Ericstad,1/23/19 10:13,10.12,8.04E+12
South Jack,1/15/19 5:51,5.58,1.79E+12
Barajasview,5/2/19 21:02,17.12,4.63E+12
Amandaburgh,3/20/19 7:40,27.45,3.70E+12
East Kaylahaven,3/17/19 23:54,8.62,1.95E+12
Port Samanthamouth,1/27/19 0:57,28.46,8.83E+11
New Paulville,1/25/19 15:19,15.04,7.53E+12
West Anthony,4/3/19 2:42,10.56,3.76E+12
Raymondhaven,1/6/19 20:15,21.19,9.47E+12
Rogerston,1/3/19 21:45,36.28,7.09E+12
Port David,4/2/19 16:53,41.14,2.69E+12
North Markport,2/8/19 22:01,34.69,2.74E+12
West Angela,3/4/19 17:50,20.72,1.78E+12
South Michelleport,4/21/19 18:31,21.98,5.89E+12
Port Frank,2/10/19 8:14,40.82,6.39E+12
Rogerston,2/14/19 5:24,19.42,8.77E+12
Joneschester,4/2/19 4:52,10.52,4.97E+12
South Karenland,3/17/19 1:22,23.26,5.57E+11
West Angela,5/5/19 14:17,23.66,9.19E+12
Royland,2/10/19 13:50,11.24,4.95E+12
Christopherfurt,1/30/19 22:09,6.32,4.29E+12
Barajasview,4/9/19 8:10,39.36,1.80E+12
Christopherfurt,2/8/19 11:46,25.76,9.52E+11
Leahton,1/13/19 0:03,9.37,4.67E+12
Port Angela,4/15/19 23:02,20.16,6.49E+12
Loganberg,1/13/19 23:53,41.86,7.05E+12
West Heidi,2/24/19 4:41,40.8,4.27E+12
Robertport,2/24/19 22:01,8.48,2.89E+12
Karenside,3/14/19 17:07,16.31,8.82E+12
West Christopherberg,3/20/19 3:04,42.83,6.90E+12
West Gabriel,1/15/19 14:51,13.38,7.56E+12
Simpsonburgh,4/1/19 4:02,25.65,2.87E+12
West Robert,5/4/19 4:36,5.36,9.80E+12
Loganberg,2/17/19 7:58,44.47,3.54E+12
West Anthony,4/20/19 20:13,11.85,4.27E+12
Jerryton,5/1/19 17:20,4.97,8.10E+12
North Jasmine,3/4/19 16:59,42.58,8.86E+12
North Madeline,1/26/19 2:37,5.59,3.68E+12
Royland,3/25/19 18:17,7.09,5.66E+12
New Paulton,1/21/19 17:04,18.3,3.72E+12
Richardfort,2/8/19 15:50,16.55,2.27E+12
Barajasview,2/3/19 9:58,39.39,9.44E+12
Pattyland,4/18/19 23:27,28.66,2.34E+12
West Christopherberg,2/17/19 3:30,4.4,4.35E+12
Grahamburgh,2/25/19 12:18,14.51,6.16E+12
New Kimberlyborough,4/11/19 10:38,12.01,1.36E+11
North Madeline,5/2/19 23:25,11.94,7.53E+12
Simpsonburgh,4/12/19 19:38,22.45,7.81E+12
Martinezhaven,2/16/19 17:25,15.33,9.81E+12
West Heidi,3/30/19 2:27,11.15,2.26E+12
Christopherfurt,4/12/19 14:37,22.91,5.93E+12
Karenside,4/28/19 2:38,39.41,4.71E+12
Rogerston,4/1/19 9:27,28.54,9.96E+12
West Samuelburgh,2/19/19 11:01,17.77,7.61E+12
Joneschester,3/17/19 22:39,15.35,2.31E+12
West Heidi,2/27/19 11:19,35.19,7.00E+12
West Heidi,3/2/19 9:13,23.55,6.48E+12
Roberthaven,3/30/19 15:12,16.2,2.95E+12
Karenberg,4/7/19 16:28,16.11,4.81E+12
Port Angela,3/8/19 16:32,23.06,2.75E+12
Hurleymouth,2/7/19 6:07,36.7,1.75E+11
Simpsonburgh,3/31/19 11:49,24.16,9.71E+12
South Jack,3/14/19 17:18,18.66,3.51E+12
New Jacobville,3/10/19 1:02,10.63,6.50E+11
Williamsstad,4/16/19 16:21,32.43,7.18E+12
Port Johnbury,3/27/19 8:26,38.99,4.12E+12
North Jasmine,2/17/19 0:27,35.11,6.62E+12
South Jack,1/3/19 23:11,4.95,9.01E+12
Pattyland,4/23/19 2:57,13.01,9.35E+12
Raymondhaven,2/16/19 4:31,24.31,8.96E+12
Joneschester,4/24/19 13:07,9.78,9.67E+11
North Jason,2/19/19 4:45,15.87,7.79E+12
Williamsstad,2/22/19 4:25,20.56,5.81E+12
West Christopherberg,2/19/19 19:49,40.98,7.52E+11
South Karenland,3/19/19 14:50,23.07,5.76E+12
Rodneyfort,3/7/19 23:37,7.78,2.86E+12
Lake Scottton,2/5/19 11:47,24.54,3.77E+12
Royland,1/26/19 21:29,14.68,1.75E+12
Martinezhaven,1/21/19 1:50,42.75,9.06E+12
West Patrickchester,3/17/19 4:51,17.38,3.07E+12
Raymondhaven,3/31/19 17:01,36.29,8.96E+12
West Robert,3/6/19 6:10,22.86,2.32E+12
South Evanton,2/25/19 18:39,15.06,8.87E+12
West Christopherberg,3/7/19 20:09,32.27,2.18E+12
West Josephberg,4/19/19 1:55,42.53,6.11E+12
Liumouth,3/6/19 7:44,23.53,2.43E+12
West Christopherberg,2/10/19 19:41,8.42,8.36E+11
Hurleymouth,2/23/19 13:48,18.15,6.05E+12
Port Angela,2/26/19 10:01,28.52,6.78E+12
West Samuelburgh,1/31/19 9:17,14.11,6.04E+12
North Barbara,4/6/19 9:03,26.64,9.29E+11
Rodneyfort,4/29/19 0:20,44.28,6.98E+12
North Jason,4/5/19 2:05,31.89,9.99E+12
Port David,2/11/19 23:07,10.05,6.92E+12
Raymondhaven,1/27/19 15:52,41.76,7.33E+12
Barajasview,3/12/19 4:54,37.05,1.83E+12
Liumouth,1/17/19 16:17,33.29,3.42E+12
North Barbara,3/24/19 6:49,4.05,5.34E+12
Valentineton,4/3/19 11:34,18.62,5.55E+11
West Samuelburgh,4/17/19 19:01,10.58,2.07E+12
Carriemouth,1/15/19 6:27,24.13,7.42E+12
Carriemouth,5/8/19 4:20,21.99,1.18E+11
Erikaland,2/21/19 20:28,12.44,2.71E+12
Grahamburgh,1/18/19 7:41,23.35,8.08E+12
East Kaylahaven,1/29/19 13:01,9.81,2.06E+12
Carriemouth,2/4/19 0:29,24.87,6.02E+12
Justinberg,4/14/19 14:48,24.34,1.49E+12
Pattyland,1/1/19 17:22,42.11,9.61E+12
Royland,4/9/19 0:32,22.89,5.16E+12
Huntermouth,3/14/19 10:37,30.49,9.54E+12
Huntermouth,1/17/19 12:10,41.48,7.80E+12
Huntermouth,2/3/19 12:19,31.43,4.78E+12
South Evanton,2/21/19 8:05,34.21,5.09E+12
West Robert,4/12/19 8:17,32.48,7.54E+12
Raymondhaven,3/2/19 4:56,5.19,4.18E+12
Port Frank,4/2/19 15:48,13.55,4.85E+12
West Heidi,3/18/19 4:53,4.29,4.32E+12
Amandaburgh,4/1/19 9:24,24.29,2.00E+12
Liumouth,2/27/19 18:08,43.31,1.51E+12
Barajasview,3/15/19 22:44,28.3,1.31E+12
New Kimberlyborough,3/19/19 15:25,27.37,5.33E+11
West Samuelburgh,1/6/19 8:34,43.05,9.81E+12
Lake Scottton,1/28/19 2:32,23.95,9.48E+12
North Jason,1/14/19 20:53,26.58,8.64E+12
East Kaylahaven,3/23/19 10:48,4.64,1.91E+12
Johnton,3/15/19 8:40,43.5,7.13E+12
Roberthaven,2/22/19 19:42,27.48,9.42E+12
Robertport,1/25/19 1:33,44.75,6.71E+12
Joneschester,2/16/19 2:35,9.48,4.16E+12
Johnton,5/2/19 2:19,32.38,8.95E+12
West Anthony,2/19/19 22:53,27.9,4.27E+12
Martinezhaven,3/11/19 20:07,7.01,7.64E+12
Port Johnbury,3/30/19 17:59,15.17,4.90E+12
Williamsview,4/7/19 2:32,19.19,8.05E+12
West Robert,2/23/19 19:46,33.24,3.06E+12
Barajasview,3/19/19 12:17,26.6,5.62E+12
Williamsstad,5/6/19 12:39,40.79,8.72E+12
Justinberg,1/22/19 9:08,38.3,1.29E+12
Justinberg,4/16/19 1:26,16.58,1.48E+12
Carriemouth,2/17/19 5:01,22.66,3.72E+12
South Evanton,4/10/19 5:38,30.36,5.25E+12
Simpsonburgh,2/14/19 22:52,30,7.64E+12
New Kimberlyborough,1/7/19 5:12,15.22,7.02E+12
Richardfort,4/3/19 15:07,40.77,9.50E+12
Williamsview,1/5/19 0:44,21.59,6.18E+12
Carriemouth,1/4/19 15:56,31.99,4.87E+12
West Christopherberg,4/6/19 13:59,25.31,3.28E+12
New Jacobville,4/10/19 4:16,42.92,4.02E+12
Karenberg,4/23/19 21:11,26.92,9.69E+12
Johnton,2/28/19 5:42,12.02,6.67E+12
Amandaburgh,4/20/19 2:16,16.27,3.51E+12
Port Frank,4/25/19 23:04,19.43,7.79E+12
Martinezhaven,2/3/19 6:15,11.61,3.42E+12
Joneschester,3/9/19 3:25,39.32,1.55E+12
West Robert,4/7/19 6:17,40.69,5.03E+11
West Heidi,2/6/19 0:47,40.55,6.26E+12
Lake Jonathanshire,1/24/19 12:24,34.65,3.32E+12
Johnton,1/22/19 13:10,24.17,7.41E+12
South Karenland,1/31/19 15:50,36.28,9.22E+12
Liumouth,1/5/19 19:32,27.02,3.77E+12
Port Angela,2/8/19 0:14,15.58,7.39E+12
Johnton,2/26/19 9:36,18.76,6.36E+12
Pattyland,2/5/19 0:47,28.81,1.15E+11
Deanville,4/26/19 4:05,28.44,3.33E+12
West Anthony,3/3/19 0:24,20.71,7.55E+12
South Phillip,2/28/19 14:54,42.2,9.81E+12
North Jason,1/5/19 10:59,16.22,3.84E+12
Loganberg,1/31/19 23:29,13.69,4.07E+12
Port Frank,1/27/19 13:40,38.97,5.94E+12
South Evanton,3/6/19 23:01,44.41,2.76E+12
West Angela,1/22/19 2:28,32.18,4.24E+12
Rodneyfort,4/12/19 23:29,27.81,5.67E+12
Carriemouth,4/28/19 9:25,37.35,4.81E+12
Hurleymouth,2/28/19 3:20,44.85,5.10E+12
Lake Danielberg,3/20/19 5:37,33.9,25082058503
Lake Jonathanshire,3/24/19 16:27,14.94,1.67E+12
Williamsview,5/4/19 14:56,32.8,2.68E+12
West Josephberg,2/19/19 20:48,4.07,1.35E+12
Christopherfurt,4/6/19 22:33,27.46,7.40E+12
South Phillip,2/1/19 12:52,39.27,5.31E+12
New Paulville,2/18/19 23:43,38.97,1.73E+12
Grahamburgh,3/24/19 13:39,32.17,2.40E+12
Port Johnbury,2/8/19 10:29,7.63,3.50E+12
Port David,3/4/19 0:41,23.7,6.49E+12
West Ericstad,4/13/19 9:52,22.39,5.77E+12
Karenside,5/3/19 15:31,32.68,9.19E+12
Valentineton,2/25/19 2:33,10.21,4.60E+12
Martinezhaven,3/21/19 7:56,39.26,9.87E+12
Huntermouth,3/21/19 13:31,27.96,3.03E+12
Rogerston,3/18/19 12:47,8.58,4.18E+12
West Angela,3/7/19 10:38,14.8,5.02E+12
Rodneyfort,3/15/19 10:18,30.83,4.18E+12
North Jasmine,4/24/19 8:49,28.24,8.27E+12
Raymondhaven,1/25/19 6:48,14.65,3.91E+12
Richardfort,2/19/19 14:09,27.11,8.69E+12
West Josephberg,3/16/19 7:06,10.04,6.78E+12
Erikaland,5/7/19 11:23,22.72,5.59E+12
Royland,1/15/19 8:50,4.1,9.41E+12
Roberthaven,3/27/19 7:24,11.51,9.19E+12
Justinberg,4/16/19 5:05,27.1,1.85E+12
East Kaylahaven,1/4/19 23:57,24.37,5.74E+12
North Jason,2/22/19 7:07,18.67,1.90E+11
Karenside,2/12/19 20:45,25.58,6.57E+12
Raymondhaven,2/28/19 16:10,11.26,3.12E+12
Amandaburgh,3/13/19 12:52,13.88,6.22E+12
Amandaburgh,4/22/19 21:34,42.52,1.90E+12
New Jacobville,4/27/19 14:11,37.6,8.78E+12
West Ericstad,4/19/19 20:35,5.75,3.50E+12
Christopherfurt,1/4/19 4:30,15.47,1.47E+12
Port David,3/27/19 0:20,18.43,4.64E+12
Martinezhaven,2/15/19 2:18,15.93,9.62E+12
West Robert,2/27/19 4:29,22.81,5.71E+12
South Michelleport,3/8/19 4:18,27.42,3.75E+12
Robertport,5/3/19 2:36,31.62,4.85E+12
West Anthony,2/4/19 15:04,20.09,4.22E+12
West Angela,3/20/19 23:44,23.83,8.75E+12
South Michelleport,5/7/19 12:25,4.47,2.89E+11
New Paulville,5/1/19 13:29,10.3,1.06E+12
Justinberg,2/19/19 4:01,36.27,7.29E+12
Leahton,1/8/19 11:48,39.81,4.58E+11
Justinberg,2/1/19 21:16,31.07,2.74E+12
South Latoya,2/12/19 16:31,28.92,5.78E+12
Williamsview,2/8/19 6:11,25.3,2.32E+12
Joneschester,1/15/19 21:21,13.43,2.24E+12
Williamsstad,1/6/19 20:14,43.5,2.05E+12
South Karenland,1/25/19 8:14,31.02,5.00E+11
Carriemouth,4/1/19 0:35,27.84,6.59E+12
Valentineton,1/1/19 14:42,12.31,4.76E+12
Christopherfurt,3/12/19 9:22,35.57,8.29E+12
Huntermouth,2/5/19 8:10,28.58,3.14E+11
Deanville,2/17/19 15:51,25.33,2.75E+12
North Barbara,5/5/19 9:46,26.54,4.33E+12
West Angela,1/25/19 12:19,41.05,4.60E+12
Martinezhaven,4/15/19 9:17,35.45,4.82E+12
West Anthony,1/12/19 19:38,37.66,4.10E+11
West Samuelburgh,4/25/19 15:55,26.44,4.34E+12
West Josephberg,4/29/19 10:20,28.73,1.73E+12
Liumouth,4/11/19 13:52,15.55,6.83E+12
Karenside,4/4/19 14:32,42.27,6.77E+12
Loganberg,4/4/19 8:04,25.93,1.86E+11
Johnton,1/21/19 3:20,28.59,5.60E+12
Carriemouth,3/8/19 13:35,34.32,7.98E+12
South Latoya,1/2/19 0:44,43.72,3.90E+11
South Phillip,3/25/19 8:38,7.04,7.93E+12
Lake Danielberg,3/21/19 19:46,14.12,8.57E+12
Jerryton,1/27/19 5:35,5.21,2.37E+12
Simpsonburgh,4/28/19 10:54,10.07,2.99E+12
Amandaburgh,2/6/19 10:02,11.93,7.55E+12
Karenberg,2/14/19 14:40,11.06,4.34E+12
Jerryton,1/16/19 17:13,22.26,9.74E+11
East Kaylahaven,3/27/19 0:44,25.29,4.84E+12
Pattyland,2/11/19 20:25,33.21,1.33E+12
South Michelleport,2/6/19 17:29,25.58,6.81E+12
Martinezhaven,2/23/19 0:15,15.48,5.95E+12
Loganberg,1/5/19 14:35,5.92,5.33E+12
New Paulville,4/13/19 10:23,8.69,5.92E+11
South Evanton,1/10/19 2:57,37.03,4.82E+12
Port Angela,2/6/19 7:07,24.47,1.47E+12
West Gabriel,4/21/19 4:50,4.96,2.69E+12
New Kimberlyborough,3/28/19 12:48,10.91,9.35E+11
West Anthony,4/16/19 1:06,17.47,5.71E+12
West Gabriel,1/16/19 6:23,25.97,6.59E+12
Karenside,1/24/19 7:48,9.39,4.83E+12
Liumouth,1/1/19 0:08,37.91,5.67E+12
Grahamburgh,4/20/19 21:40,40.06,5.16E+12
Christopherfurt,5/7/19 17:27,6.39,7.61E+12
West Gabriel,5/1/19 2:18,27.45,2.83E+12
West Heidi,1/17/19 3:43,5.78,9.11E+12
West Angela,1/4/19 20:45,20.33,1.92E+12
Christopherfurt,3/25/19 17:11,7.19,6.89E+12
Robertport,3/25/19 18:55,35.29,7.88E+12
Royland,1/16/19 2:06,4.89,8.05E+12
Huntermouth,3/19/19 17:31,15.05,1.68E+12
North Madeline,4/7/19 6:50,11.92,7.37E+11
East Kaylahaven,1/7/19 20:29,5.56,4.66E+12
Loganberg,4/18/19 17:41,22.51,3.21E+12
North Jason,1/23/19 21:22,6.54,5.61E+12
South Latoya,1/31/19 23:20,14.82,6.96E+12
Karenberg,3/9/19 14:47,35.68,8.63E+12
West Anthony,5/1/19 17:43,23.76,2.93E+12
Williamsstad,3/25/19 16:07,42.93,2.21E+12
Port Angela,2/6/19 16:11,11.39,6.11E+12
Karenside,2/24/19 5:39,27.64,8.06E+12
East Kaylahaven,3/21/19 22:54,9.42,1.47E+12
South Michelleport,3/23/19 16:45,14.72,4.91E+11
Pattyland,1/14/19 20:49,40.21,5.83E+12
Port Samanthamouth,2/28/19 20:01,38.42,2.11E+12
Reynoldsfurt,4/11/19 9:09,42.97,1.39E+12
Pattyland,3/27/19 6:49,8.57,3.07E+12
North Jasmine,4/24/19 8:05,14.11,4.19E+12
North Madeline,3/31/19 3:35,21.24,6.54E+11
West Anthony,2/11/19 5:48,15.55,5.99E+12
Lake Danielberg,1/28/19 15:49,25.98,1.42E+12
Royland,2/19/19 8:25,13.02,1.86E+11
Reynoldsfurt,3/8/19 7:06,6.08,2.57E+12
Roberthaven,2/9/19 0:25,11.71,8.18E+12
South Evanton,2/25/19 11:11,15.94,2.73E+12
Grahamburgh,3/4/19 22:51,34.93,5.94E+12
West Ericstad,3/29/19 4:59,40.29,8.10E+11
Port Frank,2/17/19 13:21,32.44,5.39E+12
Lake Danielberg,2/8/19 5:26,22.74,9.52E+12
Erikaland,3/24/19 9:50,4.07,6.56E+12
Port David,2/11/19 11:59,38,7.77E+12
North Barbara,4/27/19 0:19,16.89,5.10E+12
Simpsonburgh,2/27/19 0:58,13.38,1.58E+12
North Jason,1/23/19 5:58,32.77,2.99E+12
Simpsonburgh,1/6/19 2:20,27.2,3.68E+12
South Phillip,4/18/19 1:17,35.7,4.75E+12
South Karenland,3/16/19 2:20,4.87,2.39E+12
New Paulville,3/14/19 21:25,20.26,8.81E+12
Johnton,2/14/19 18:21,43.93,5.44E+12
Port Johnbury,2/27/19 2:44,11.33,3.23E+12
Joneschester,3/12/19 21:52,21.17,1.58E+12
West Samuelburgh,2/12/19 18:45,6.76,8.53E+12
Huntermouth,4/28/19 17:26,31.43,6.66E+12
Deanville,4/1/19 0:11,22.65,7.00E+12
Leahton,2/15/19 17:00,25.84,9.24E+12
Hurleymouth,4/13/19 18:15,40.93,4.92E+12
West Anthony,3/21/19 1:28,15.64,4.75E+12
Karenside,1/23/19 23:30,37.62,1.95E+12
West Gabriel,2/28/19 12:03,31.82,4.15E+12
Carriemouth,3/26/19 10:39,26.91,7.85E+12
South Michelleport,3/1/19 22:01,24.55,9.79E+12
Rodneyfort,5/5/19 3:19,22.24,5.39E+12
Deanville,3/7/19 7:21,31.08,9.71E+12
Reynoldsfurt,5/4/19 12:38,8.81,3.24E+12
Justinberg,4/27/19 12:41,18.99,3.03E+12
Huntermouth,3/2/19 10:47,10.89,1.65E+12
West Robert,2/27/19 20:51,8.37,4.90E+11
Port Angela,2/14/19 13:00,42.04,8.97E+11
South Karenland,1/9/19 20:59,44.44,3.18E+12
Port David,3/24/19 16:37,25.65,2.08E+12
Liumouth,1/4/19 3:16,9.1,8.15E+12
Simpsonburgh,1/18/19 12:48,15.36,5.20E+12
South Evanton,4/14/19 20:12,19.53,8.35E+12
West Heidi,4/6/19 8:54,25.06,8.92E+12
Port Frank,1/14/19 9:19,43.27,4.91E+11
East Kaylahaven,2/23/19 0:41,15.94,1.60E+12
North Madeline,1/28/19 9:57,42.24,5.83E+11
Liumouth,4/14/19 21:17,38.95,14588103145
North Madeline,3/6/19 19:26,26.34,1.88E+12
Williamsview,4/15/19 16:09,44.74,2.76E+12
North Barbara,3/16/19 10:22,25.06,9.75E+12
South Evanton,2/7/19 8:44,7.69,9.01E+12
Williamsstad,4/26/19 4:18,18.92,1.61E+12
Rodneyfort,1/12/19 6:17,7.05,4.24E+12
Karenside,4/19/19 8:42,26.45,9.29E+12
New Paulton,1/13/19 18:33,29.9,4.09E+12
West Robert,1/17/19 4:56,12.71,8.50E+12
Jerryton,2/14/19 19:48,24.49,3.08E+12
Karenberg,1/16/19 13:52,41.26,3.36E+12
Christopherfurt,5/3/19 12:46,14.43,5.64E+12
Grahamburgh,3/27/19 22:14,4.63,7.32E+12
New Kimberlyborough,3/2/19 18:56,6.08,3.87E+12
North Madeline,3/4/19 22:29,6.19,5.47E+11
North Jason,3/12/19 21:01,5.76,5.11E+12
Liumouth,3/16/19 6:31,34.2,2.54E+12
New Jacobville,4/21/19 23:00,13.53,5.57E+12
Justinberg,4/24/19 11:33,28.76,6.49E+12
West Anthony,3/13/19 8:03,5.03,1.18E+12
Raymondhaven,1/13/19 1:03,17.33,2.83E+12
Royland,3/22/19 22:02,23.31,2.83E+12
Rogerston,1/30/19 21:18,8.87,5.69E+12
West Anthony,5/3/19 4:49,21.38,9.17E+12
Port Frank,4/6/19 20:51,21.02,9.71E+12
Lake Jonathanshire,4/11/19 22:10,12.81,6.00E+12
South Phillip,1/17/19 17:45,23.46,2.63E+12
South Karenland,3/3/19 7:40,22.44,7.46E+12
Port Samanthamouth,4/18/19 14:39,23.56,8.73E+12
Huntermouth,1/10/19 9:40,43.01,7.58E+12
Joneschester,4/22/19 16:48,9.7,8.59E+12
West Anthony,4/22/19 8:14,19.95,1.21E+12
North Jasmine,4/11/19 3:38,27.54,5.00E+12
Reynoldsfurt,3/10/19 20:10,4.1,5.69E+12
North Markport,2/22/19 15:00,16.46,2.80E+12
Huntermouth,1/9/19 22:56,15.31,1.53E+12
Rogerston,3/19/19 16:58,29.88,3.98E+12
Deanville,3/5/19 12:05,11.16,4.74E+12
Rodneyfort,1/11/19 14:18,23.21,3.43E+12
Reynoldsfurt,3/29/19 17:35,31.43,9.92E+12
West Josephberg,1/14/19 18:07,9.71,4.73E+12
Huntermouth,3/20/19 0:45,40.55,6.75E+12
Amandaburgh,4/24/19 8:02,14.55,7.84E+12
Port Frank,3/5/19 0:42,36.35,9.21E+12
Martinezhaven,1/10/19 3:37,23.62,5.47E+12
East Kaylahaven,2/10/19 12:42,6.69,6.07E+12
Joneschester,3/10/19 13:31,22.72,8.71E+12
West Angela,5/1/19 19:03,23.23,7.77E+12
New Paulton,4/24/19 14:27,32.22,2.99E+12
Roberthaven,3/5/19 12:12,5.43,6.05E+11
Port Frank,3/9/19 16:59,6.5,2.11E+12
Port Frank,4/4/19 11:46,39.39,7.97E+12
Hurleymouth,3/7/19 12:38,41.96,1.68E+12
Leahton,3/6/19 17:06,41.29,3.31E+12
Johnton,2/7/19 19:40,30.97,6.85E+12
Lake Scottton,5/3/19 15:26,25.68,7.71E+11
Simpsonburgh,1/31/19 5:16,39.23,3.70E+12
West Angela,2/21/19 13:51,29.99,4.37E+12
Williamsview,4/16/19 8:23,20.38,8.23E+12
West Josephberg,4/12/19 0:11,15.49,5.12E+12
West Josephberg,2/15/19 0:51,36.7,8.33E+12
South Karenland,2/19/19 2:20,39.59,9.83E+12
Barajasview,1/2/19 23:23,36.13,8.57E+12
East Kaylahaven,1/21/19 16:07,36.89,2.41E+12
Loganberg,1/12/19 5:07,36.82,1.08E+12
Richardfort,4/22/19 3:06,39.74,4.08E+12
Richardfort,1/31/19 14:51,43.92,4.07E+12
South Michelleport,4/1/19 14:50,28.84,8.85E+12
Barajasview,1/14/19 11:00,19.81,2.38E+12
West Heidi,4/18/19 20:05,32.74,1.75E+12
Leahton,3/31/19 2:08,4.65,2.20E+12
Port Johnbury,1/7/19 5:43,19.08,8.84E+12
Justinberg,5/7/19 20:22,18.74,6.40E+12
North Barbara,4/10/19 17:12,10.94,3.56E+11
Barajasview,5/6/19 1:06,17.63,9.23E+12
Reynoldsfurt,4/12/19 1:13,21.18,7.47E+12
West Christopherberg,2/9/19 12:25,33.97,4.25E+12
Leahton,2/23/19 1:19,7.08,3.74E+12
Simpsonburgh,3/4/19 11:08,23.33,1.00E+12
Port Frank,4/5/19 7:22,14.21,8.37E+12
West Heidi,4/17/19 0:03,8.91,7.62E+12
Robertport,4/24/19 23:45,19.73,7.44E+12
Loganberg,5/5/19 17:29,30.47,7.77E+12
West Josephberg,3/23/19 1:43,33.12,2.34E+12
West Anthony,4/3/19 1:47,31.6,4.97E+12
South Michelleport,4/22/19 2:38,9.72,2.09E+12
Amandaburgh,4/5/19 10:22,25.55,8.58E+12
Justinberg,4/1/19 23:46,40.87,8.96E+12
Joneschester,3/10/19 8:15,27.91,1.27E+12
Lake Scottton,1/11/19 19:18,31.31,9.31E+12
Rodneyfort,3/24/19 19:06,31.41,8.27E+11
Pattyland,4/25/19 14:57,44.39,1.72E+12
Jerryton,2/28/19 1:14,36.87,3.09E+12
Lake Scottton,4/11/19 4:26,22.03,2.03E+12
Grahamburgh,4/29/19 21:20,13.59,3.20E+12
South Latoya,3/29/19 22:54,5.93,2.62E+12
Liumouth,3/27/19 12:12,44.27,9.82E+11
Hurleymouth,3/2/19 11:43,34.65,9.38E+12
West Angela,2/15/19 8:01,44.12,1.96E+12
Reynoldsfurt,3/14/19 16:29,35.65,9.91E+12
Port Johnbury,3/29/19 3:22,14.54,3.76E+12
North Jason,2/15/19 14:32,17.35,6.04E+12
North Madeline,4/15/19 10:02,37.6,3.90E+12
Simpsonburgh,2/15/19 9:18,4.63,60590634054
Hurleymouth,2/13/19 17:32,25.72,8.76E+12
West Robert,3/7/19 6:32,4.28,2.03E+12
North Jasmine,4/1/19 4:31,28.04,5.01E+12
North Jason,4/5/19 20:10,32.18,3.37E+12
South Jack,2/1/19 11:28,26.72,5.06E+12
West Heidi,2/9/19 19:23,39.76,5.52E+12
West Anthony,4/6/19 2:25,14.3,7.57E+12
West Ericstad,3/21/19 9:28,18.24,4.60E+12
West Samuelburgh,2/27/19 6:43,32.73,5.62E+12
New Jacobville,4/9/19 8:47,4.95,4.49E+12
Carriemouth,2/21/19 15:09,23.48,4.76E+12
Christopherfurt,3/18/19 9:24,7.45,4.45E+12
South Phillip,1/16/19 3:42,7.08,8.46E+12
Grahamburgh,1/28/19 15:40,44.91,2.59E+11
Christopherfurt,3/25/19 20:35,23.38,5.00E+11
Robertport,4/27/19 12:31,41.48,6.46E+12
Justinberg,4/26/19 8:12,7.68,1.07E+12
Port Frank,4/5/19 15:44,36.08,3.46E+11
New Jacobville,4/13/19 1:18,43.98,9.45E+12
North Jasmine,2/1/19 20:17,8.09,4.16E+11
Valentineton,3/18/19 7:07,36.04,8.73E+12
Huntermouth,1/6/19 20:23,28.74,6.54E+11
South Jack,3/8/19 8:55,17.17,8.79E+12
New Paulton,3/15/19 4:48,4.6,9.74E+12
Williamsstad,4/21/19 23:26,26.99,8.56E+12
Jerryton,1/6/19 12:30,27.71,9.04E+12
Deanville,1/4/19 13:30,4.56,6.42E+12
South Evanton,3/22/19 5:26,6.58,8.38E+12
